original_text	translation_ko
Unless <i>UN Intervention</i> is played as an Event on the US player's next round, USSR gains 3 VP prior to any US VP award.<br><br>Degrade DEFCON one level.	미국 플레이어의 다음 라운드에서 <i>UN Intervention</i>이 이벤트로 플레이되지 않는 한, 소련은 미국이 승점을 얻기 전에 3 승점을 먼저 얻는다.<br><br>데프콘을 1단계 낮춘다.
Unless UN <i>Intervention</i> is played as an Event on the US player's next round, USSR gains 3 VP prior to any US VP award.<br><br>Degrade DEFCON one level.	미국 플레이어의 다음 라운드에서 <i>UN Intervention</i>이 이벤트로 플레이되지 않는 한, 소련은 미국이 승점을 얻기 전에 3 승점을 먼저 얻는다.<br><br>데프콘을 1단계 낮춘다.
Unless US Player immediately discards<br>a '3' or more value Operations card, eliminate all US Influence in<br>West Germany.	미국 플레이어가 즉시 작전치 3 이상 카드를 버리지 않으면, 서독의 미국 영향력을 모두 제거한다.
Unless the US Player immediately discards a '3' or greater Operations card, double USSR the Influence in two countries in South America.	미국 플레이어가 즉시 작전치 3 이상 카드를 버리지 않으면, 남아메리카 두 국가의 소련 영향력을 두 배로 한다.
Until the Soviet Player has placed <color=white>3 Influence Points</color> on the Chinese Civil War space, the <color=white>China Card</color> is not in any player’s possession. Once the Soviet player has placed <color=white>3 Influence Points</color> into the space, the player immediately receives the <color=white>China Card</color> face up and ready for play. Additionally, the ban on play of the <color=white>Red Scare/Purge</color> and <color=white>Formosan Resolution </color>events are immediately lifted. <br><br>	소련 플레이어가 중국 내전 공간에 <color=white>영향력 3</color>을 놓기 전까지는 <color=white>중국 카드</color>를 어느 플레이어도 보유하지 않는다. 소련 플레이어가 그 공간에 <color=white>영향력 3</color>을 놓는 즉시, 앞면으로 된 <color=white>중국 카드</color>를 받아 곧바로 플레이할 수 있게 된다. 또한 <color=white>Red Scare/Purge</color>와 <color=white>Formosan Resolution</color> 이벤트 플레이 금지도 즉시 해제된다.<br><br>
Until the Soviet player has placed <color=white> 3 Influence Points</color> on the Chinese Civil War space, the Soviet player may not play <color=white>Red Scare/Purge</color> or <color=white>Cultural Revolution</color> as events. Additionally, the US player may not play <color=white>Formosan Resolution</color> as an event. These cards may be played for <color=white>Operations Points</color> normally.	소련 플레이어가 중국 내전 공간에 <color=white>영향력 3</color>을 놓기 전까지는 <color=white>Red Scare/Purge</color> 또는 <color=white>Cultural Revolution</color>을 이벤트로 플레이할 수 없다. 또한 미국 플레이어는 <color=white>Formosan Resolution</color>을 이벤트로 플레이할 수 없다. 이 카드들은 <color=white>작전치</color>으로는 정상적으로 사용할 수 있다.
Until the Soviet player has placed <color=white>3 Influence Points</color> on the Chinese Civil War space, the Soviet player subtracts an additional 1 when rolling for the resolution of the <color=white>Korean War</color> event.	소련 플레이어가 중국 내전 공간에 <color=white>영향력 3</color>을 놓기 전까지는, <color=white>한국 전쟁</color> 이벤트 해결을 위한 주사위 굴림에서 소련은 추가로 1을 더 뺀다.
Upon reaching space 2 (Earth Satellite), at the beginning of the Check Military Operations Status phase, add two Military Operations to the player's total.	우주 경쟁 2칸(지구 위성)에 도달하면 군사 작전 현황 확인 단계 시작 시 그 플레이어의 군사 작전에 2를 더한다.
VICTORY	승리
VICTORY POINTS	승점
VICTORY POINTS GAINED	획득한 승점
VP and Turn Count	승점 및 턴 수
Victory Points	승점
Victory Points Gained:	획득한 승점:
Victory Points Lost:	잃은 승점:
W. African States	서아프리카 국가들
West African States	서아프리카 국가들
WAR	전쟁
WARNING	경고
WARNING!!	경고!!
While Europe may have been object of the Cold War, Asia was the battleground. From the Chinese Civil War, to the Korean War to Vietnam and Afghanistan, Asia was the place where the Cold War came closest to growing hot. For this reason, Asia is the second most significant region for scoring.	유럽이 냉전의 중심 대상이었다면, 아시아는 그 전장이었다. 중국 내전에서 한국 전쟁, 베트남, 아프가니스탄에 이르기까지 아시아는 냉전이 가장 뜨겁게 달아오른 곳이었다. 그런 이유로 아시아는 점수 계산에서 두 번째로 중요한 지역이다.
YES	예
You may discard 1 held card.	보유 카드 1장을 버릴 수 있습니다.
Your opponent event	상대 이벤트
Yugoslavia	유고슬라비아
Zaire's stability number permanently becomes 3. Add 2 US Influence in Zaire.	자이르의 안정도가 영구히 3이 됩니다. 자이르에 미국 영향력 2를 추가합니다.
글라스노스트 이벤트의 효과를 강화한다.	manual card text
승리 효과: 소련은 2 승점을 얻고	이스라엘의 미국 영향력을 모두 소련 영향력으로 교체한다.
"Everyone imposes his own system as far as his army can reach." - Joeseph Stalin	"누구나 자신의 군대가 닿는 곳까지 자신의 체제를 강요한다." - 이오시프 스탈린
"From Stettin in the Baltic to Trieste in the Adriatic, an iron curtain has descended across the continent." - Winston Churchill	"발트 해의 슈체친에서 아드리아 해의 트리에스테까지, 대륙을 가로질러 철의 장막이 내려앉았다." - 윈스턴 처칠
4. The first Crisis card from the first pile is revealed.	4. 첫 번째 더미의 첫 번째 위기 카드가 공개됩니다.
6 Action<br>Rounds	행동 라운드 6회
6. Your opponent's Statecraft card is revealed.	6. 상대방의 국정술 카드가 공개됩니다.
<color=white>SUCCESSFUL COUP:</color> the number of Influence removed from your opponent's target country is equal to the number produced by the Coup resolution.  If there is insufficient opposing Influence to remove, friendly Influence is added to make up the difference. 	<color=white>쿠데타 성공:</color> 상대방의 목표 국가에서 제거되는 영향력 수는 쿠데타 결과값과 같습니다. 제거할 상대방 영향력이 부족하다면, 부족한 만큼 자신의 영향력이 추가됩니다. 
Add Late War cards<br>Final Scoring at End of Turn	후기 전쟁 카드 추가<br>턴 종료 시 최종 득점
Add Mid War cards<br>7 Action Rounds	중기 전쟁 카드 추가<br>행동 라운드 7회
After	이후
Andropov	안드로포프
Animal<br>in Space	동물<br>우주 비행
Anti-Ballistic Missiles	대탄도 미사일
At the beginning of the Check Mil Ops Status phase, add two Mil Ops to your total	군사 작전 현황 확인 단계 시작 시 군사 작전치 2를 추가합니다
Attempt Coup	쿠데타 시도
Bear Trap	곰 덫
Before	이전
Beria	베리야
Brush War	국지전
Che	체 게바라
Classic Cards	클래식 카드
Classic Map	클래식 맵
Click on a region for details	지역을 클릭하면 상세 내용 확인
Collector Edition	콜렉터 에디션
Colonial Rear Guards	식민지 후위대
Coup Defense	쿠데타 방어력
Crisis Card Resolution	위기 카드 처리
Crisis Cards	위기 카드
Decolonization	탈식민지화
Defcon Details	데프콘 상세
Defcon Status	데프콘 현황
Defectors	탈주자들
Die Roll Modifier	주사위 수정치
Discard	버리기
Drag card here for chance<br>at gaining rank on the<br>"Space Race" track.	카드를 여기로 드래그하여<br>"우주 경쟁" 트랙에서<br>순위를 올리세요.
Drag card here for chance<br>at performing a Coup in<br>a country of your choice.	카드를 여기로 드래그하여<br>원하는 국가에서<br>쿠데타를 시도하세요.
Drag card here to discard it.	카드를 여기로 드래그하여 버리세요.
Drag card here to play the cards Ops value as influence in countries of your choice.	카드를 여기로 드래그하여 카드의 작전치만큼 원하는 국가에 영향력을 배치하세요.
Drag card here to play the event described on the card.	카드를 여기로 드래그하여 카드에 적힌 이벤트를 발동하세요.
Drag card here to play your<br>Score Card.	카드를 여기로 드래그하여<br>득점 카드를 사용하세요.
Drag card here to select as<br>your Headline Card.	카드를 여기로 드래그하여<br>헤드라인 카드로 선택하세요.
Drag card here to select it.	카드를 여기로 드래그하여 선택하세요.
Drag card here to trigger the opponent's event. You will conduct Operations afterwards.	카드를 여기로 드래그하여 상대방 이벤트를 발동하세요. 이벤트 처리 후 작전을 수행합니다.
Drag card to target field to attempt to break trap. Scoring cards ignore trap.	카드를 목표 칸으로 드래그하여 덫을 해제하세요. 득점 카드는 덫을 무시합니다.
Dulles	덜레스
EXAMPLE: To Control Israel (Stability Number 4), a player must have at least 4 Influence points in Israel, and must have at least 4 more Influence points in Israel than his/her opponent has. 	예시: 이스라엘(안정도 4)을 지배하려면, 플레이어는 이스라엘에 최소 4점의 영향력을 보유해야 하며, 상대방보다 최소 4점 더 많은 영향력을 이스라엘에 보유해야 합니다. 
Eagle/Bear<br>has Landed	독수리/곰이<br>착륙하다
Earth<br>Satellite	지구<br>위성
East European Unrest	동유럽 불안
Failure	실패
Five-Year Plan	5개년 계획
H-Bomb	수소 폭탄
Headline Card	헤드라인 카드
History	역사
ICBMs	대륙간 탄도 미사일
Junta	훈타
Kennan	케넌
Khrushchev	흐루쇼프
Kickstarter	킥스타터
Kremlin Flu	크렘린 독감
Late War Cards	후기 전쟁 카드
Latin American Debt Crisis	중남미 부채 위기
Liberation Theology	해방 신학
Lunar<br>Orbit	달<br>궤도 진입
MIRVs	다탄두 각개 목표 재진입체
